time,lat,lon,glacier_mass_change_gt,glacier_mass_change_mwe,glacier_area_km2,uncertainty_gt,uncertainty_mwe
2020-01-01,83.75,-38.75,-0.0019214386311343,-0.6,3.205,0.0023627260857884,0.737
2020-01-01,83.75,-37.75,-0.0002902666475402,-0.14,2.076,0.0021377793012853,1.03
2020-01-01,83.75,-37.25,0.0013943419953129,0.139,10.036,0.015411515499453,1.536
2020-01-01,83.75,-36.75,-0.0098623885891224,-0.445,22.183,0.0172021987106112,0.775
2020-01-01,83.75,-35.25,-0.0200468141689253,-0.766,26.162,0.0208438122784679,0.796
2020-01-01,83.75,-34.25,-0.0018093940382603,-1.59,1.138,0.000993907807149,0.87
2020-01-01,83.25,-77.25,-0.0006308947162228,-0.39,1.618,0.0010642833431593,0.657
2020-01-01,83.25,-76.75,-0.0391524828530389,-0.357,109.545,0.0632466277488495,0.577
2020-01-01,83.25,-74.75,-0.000325510415403,-0.601,0.542,0.0002377755686905,0.438
2020-01-01,83.25,-74.25,-0.0272052202416984,-0.762,35.715,0.0220914426354437,0.617
2020-01-01,83.25,-73.75,-0.0022904892990768,-0.921,2.486,0.0015844095555976,0.636
2020-01-01,83.25,-73.25,-0.0004006190144065,-0.315,1.27,0.0006166175885178,0.485
2020-01-01,83.25,-72.75,-0.0282948641989377,-0.449,62.996,0.030561124725146,0.485
2020-01-01,83.25,-72.25,-0.0206879861985669,-0.396,52.193,0.02071612549775,0.396
2020-01-01,83.25,-71.75,-0.0086373959195187,-0.403,21.43,0.0099908773944667,0.466
2020-01-01,83.25,-71.25,-6.227999514350493e-05,-0.045,1.391,0.0044645164723019,3.21
2020-01-01,83.25,-70.75,-0.0386970331788266,-0.553,69.926,0.0370754171535653,0.529
2020-01-01,83.25,-70.25,-0.0256948718583145,-0.61,42.146,0.0220270278862559,0.522
2020-01-01,83.25,-69.75,-0.0143576639573979,-0.787,18.237,0.0107715969397488,0.589
2020-01-01,83.25,-45.75,-0.0042843863508777,-0.715,5.991,0.0043127297307313,0.719
2020-01-01,83.25,-45.25,-0.0197704550486294,-0.397,49.84,0.0517064602791461,1.037
2020-01-01,83.25,-44.75,-0.0101774051726827,-0.973,10.46,0.0091880633613901,0.877
2020-01-01,83.25,-44.25,-0.0073001663885332,-0.739,9.882,0.0073897698456241,0.747
2020-01-01,83.25,-43.75,-0.0143589183005135,-0.507,28.32,0.0191793101075827,0.677
2020-01-01,83.25,-43.25,-0.0136849581169685,-0.497,27.517,0.0144116045683966,0.523
2020-01-01,83.25,-41.25,-0.0077131062764904,-0.867,8.896,0.0053057478179877,0.595
2020-01-01,83.25,-40.75,-0.0001479002601097,-0.38,0.389,0.0006447791664473,1.657
2020-01-01,83.25,-40.25,-0.0045302960975328,-0.212,21.361,0.0171586439783526,0.803
2020-01-01,83.25,-39.25,-0.0611711686276403,-0.635,96.322,0.0620899463670173,0.644
2020-01-01,83.25,-38.75,-0.0782718487123862,-0.975,80.245,0.0497696608291144,0.618
2020-01-01,83.25,-38.25,-0.1032938871542755,-0.585,176.62,0.0856905634100201,0.484
2020-01-01,83.25,-37.75,-0.0488724605433683,-0.615,79.418,0.0415963382731859,0.523
2020-01-01,83.25,-37.25,-0.3223983763559414,-1.291,249.793,0.2132565419045858,0.851
2020-01-01,83.25,-36.75,-0.06006263935008,-0.654,91.782,0.0574499864963253,0.625
2020-01-01,83.25,-36.25,-0.2171239645164265,-1.358,159.92,0.1666335794220525,1.04
2020-01-01,83.25,-35.75,-0.254778442131156,-1.674,152.242,0.1632910347421073,1.069
2020-01-01,83.25,-35.25,0.0026102966827949,0.053,48.906,0.0869728450603913,1.778
2020-01-01,83.25,-34.75,-0.1406288588208652,-1.287,109.288,0.0822608176596201,0.75
2020-01-01,83.25,-34.25,-0.1695566600131258,-1.072,158.145,0.1450334844261616,0.916
2020-01-01,83.25,-33.75,-0.0544232857292854,-0.737,73.873,0.049664256876444,0.671
2020-01-01,83.25,-33.25,-0.085831458815642,-0.926,92.653,0.0694437206311183,0.748
2020-01-01,83.25,-32.25,-0.0273624370573583,-1.136,24.083,0.0077802148960712,0.318
2020-01-01,83.25,-31.75,-0.1801158744745941,-1.08,166.805,0.1391659344941322,0.833
2020-01-01,83.25,-31.25,-0.0212991039990438,-0.783,27.193,0.0136786143302961,0.501
2020-01-01,83.25,-30.75,-0.1272941988162075,-1.13,112.621,0.0886176758067949,0.785
2020-01-01,83.25,-30.25,-0.1125650394383308,-0.859,131.069,0.0681421614440661,0.518
2020-01-01,83.25,-29.75,-0.0334654390065567,-0.938,35.689,0.015788529408838,0.44
2020-01-01,83.25,-29.25,-0.0242274863339281,-0.774,31.305,0.0171483905940802,0.546
2020-01-01,83.25,-28.75,-0.1506355361103045,-1.046,144.037,0.1280769340802679,0.888
2020-01-01,83.25,-28.25,-0.0541595675215721,-0.978,55.367,0.0606210370498625,1.094
2020-01-01,83.25,-27.75,-0.0360278581342646,-0.548,65.701,0.0419944377843456,0.639
2020-01-01,83.25,-27.25,-0.0909349768295489,-1.337,68.037,0.0551879806831776,0.808
2020-01-01,83.25,-26.75,-0.003711923263558,-0.328,11.322,0.0063490466354812,0.561
2020-01-01,82.75,-82.25,-0.0409240403593882,-0.584,70.126,0.0296755109148078,0.422
2020-01-01,82.75,-81.75,-0.0436980254015265,-0.746,58.565,0.013062341873887,0.22
2020-01-01,82.75,-81.25,-0.0489811371544369,-0.467,104.862,0.0335117766383093,0.319
2020-01-01,82.75,-80.75,-0.0216729334409202,-0.636,34.092,0.0088783744323875,0.258
2020-01-01,82.75,-80.25,-0.0534190865031927,-0.631,84.692,0.0129301807553468,0.149
2020-01-01,82.75,-79.75,-0.0804466209780881,-0.611,131.669,0.025631159048622,0.192
2020-01-01,82.75,-79.25,-0.0251739921416689,-0.547,46.006,0.0073536011448538,0.157
2020-01-01,82.75,-78.75,-0.0197504593953643,-0.683,28.908,0.0067551888396452,0.231
2020-01-01,82.75,-78.25,-0.0038066068235383,-0.724,5.257,0.001092978560412,0.205
2020-01-01,82.75,-77.75,-0.021065701033842,-0.597,35.289,0.0060175799594166,0.168
2020-01-01,82.75,-77.25,-0.0362717804020178,-0.492,73.702,0.0140662450700542,0.189
2020-01-01,82.75,-76.75,-0.0261595161756734,-0.408,64.076,0.0172310073284608,0.268
2020-01-01,82.75,-76.25,-0.0479109864790566,-0.6,79.873,0.0133273655026342,0.164
2020-01-01,82.75,-75.75,-0.0105898201293053,-0.661,16.025,0.003844132666003,0.238
2020-01-01,82.75,-75.25,-0.0335780985462864,-0.564,59.528,0.0177969823836564,0.298
2020-01-01,82.75,-74.75,-0.0193799846381069,-0.72,26.911,0.0052778113485614,0.193
2020-01-01,82.75,-74.25,-0.1437556347863775,-0.562,255.789,0.0882663157667345,0.344
2020-01-01,82.75,-73.75,-0.0525348841619304,-0.625,84.037,0.0221034797013071,0.261
2020-01-01,82.75,-73.25,-0.0175140786073502,-0.718,24.398,0.0035947408938925,0.143
2020-01-01,82.75,-72.75,-0.0346614274886958,-0.724,47.87,0.0074316740380124,0.151
2020-01-01,82.75,-72.25,-0.0178074883551166,-0.604,29.492,0.0054781658258757,0.183
2020-01-01,82.75,-71.75,-0.0446205710135814,-0.501,89.123,0.0329212022128906,0.369
2020-01-01,82.75,-71.25,-0.0186447155672392,-0.518,35.967,0.0127888388626477,0.355
2020-01-01,82.75,-70.75,-0.2510002948954244,-0.546,459.671,0.1679454484027173,0.364
2020-01-01,82.75,-70.25,-0.1018437434697086,-0.672,151.606,0.0523686925081043,0.344
2020-01-01,82.75,-69.75,-0.0192629616680412,-0.667,28.866,0.0090853900174112,0.313
2020-01-01,82.75,-69.25,-0.0180811702718608,-0.68,26.587,0.0082217867488802,0.307
2020-01-01,82.75,-68.75,-0.0005922056756115,-0.954,0.621,0.0003800299545796,0.61
2020-01-01,82.75,-68.25,-0.0016904295301126,-0.691,2.445,0.0008081376549493,0.329
2020-01-01,82.75,-67.75,-0.0093414934867884,-0.885,10.56,0.0030496778520917,0.285
2020-01-01,82.75,-67.25,-0.0116308196906129,-0.856,13.586,0.0041338798122523,0.301
2020-01-01,82.75,-66.75,-0.0450192666345558,-0.796,56.535,0.016248808268631,0.285
2020-01-01,82.75,-66.25,-0.0241422490307439,-0.68,35.521,0.0095094658526657,0.266
2020-01-01,82.75,-65.75,-0.0130490345952846,-0.817,15.971,0.0041334762010794,0.256
2020-01-01,82.75,-65.25,-0.0054749492364579,-0.878,6.233,0.0020370010051332,0.324
2020-01-01,82.75,-64.75,-0.0011099526734944,-0.967,1.148,0.0004255347089342,0.368
2020-01-01,82.75,-47.75,-0.0398171004878197,-0.953,41.787,0.0266424430656376,0.636
2020-01-01,82.75,-47.25,-0.0213583615431096,-0.758,28.171,0.0134935511031075,0.477
2020-01-01,82.75,-46.75,-0.0155288993018641,-0.727,21.353,0.008888366095637,0.415
2020-01-01,82.75,-46.25,-0.0307810589082188,-0.75,41.024,0.0274684419868909,0.669
2020-01-01,82.75,-45.75,-0.0283934377389735,-0.791,35.899,0.0205818149248474,0.572
2020-01-01,82.75,-45.25,-0.0155529722379181,-0.693,22.428,0.0176612867586282,0.787
2020-01-01,82.75,-44.75,-0.1283257637837886,-0.487,263.715,0.1824452795587688,0.691
2020-01-01,82.75,-44.25,-0.0521045943592288,-0.827,63.021,0.0220295769578643,0.347
2020-01-01,82.75,-43.75,-0.0566279900146512,-0.846,66.919,0.0549681946264762,0.82
2020-01-01,82.75,-43.25,-0.1158144873816022,-0.657,176.326,0.1262059457988044,0.715
2020-01-01,82.75,-42.75,-0.0193875372775414,-0.748,25.919,0.0089283692925339,0.342
2020-01-01,82.75,-42.25,-0.0191676281683687,-0.581,32.996,0.0161083189387624,0.487
2020-01-01,82.75,-41.75,-0.0272847570580408,-0.681,40.067,0.0217843328096967,0.543
2020-01-01,82.75,-41.25,-0.0871313732212715,-0.691,126.152,0.0754166331241128,0.597
2020-01-01,82.75,-40.75,-0.0284065983944635,-0.489,58.104,0.0299832329638426,0.515
2020-01-01,82.75,-40.25,-0.1211959275019205,-0.558,217.161,0.1223183039013243,0.563
2020-01-01,82.75,-39.75,-0.101105307498171,-0.676,149.575,0.1098148421423131,0.733
2020-01-01,82.75,-39.25,-0.0384360790276821,-0.641,59.994,0.0368497525870176,0.613
2020-01-01,82.75,-38.75,-0.1364422789438495,-0.535,255.011,0.1655627802856213,0.649
2020-01-01,82.75,-38.25,-0.0681979097033031,-0.687,99.312,0.0497279991322633,0.5
2020-01-01,82.75,-37.75,-0.3586220873864021,-0.575,623.811,0.6415967917510997,1.028
2020-01-01,82.75,-37.25,-0.0778966201105679,-0.707,110.208,0.0648346494297767,0.587
2020-01-01,82.75,-36.75,-0.3041331793177183,-0.788,386.115,0.1892007028426288,0.488
2020-01-01,82.75,-36.25,-0.0109206736622564,-0.669,16.334,0.008040039094857,0.491
2020-01-01,82.75,-35.75,-0.2235198995836731,-0.639,349.928,0.2170260439797039,0.619
2020-01-01,82.75,-35.25,-0.1133233447622437,-0.625,181.218,0.1335546670520669,0.736
2020-01-01,82.75,-34.75,-0.0747855855229941,-0.651,114.892,0.0459735917482773,0.399
2020-01-01,82.75,-33.75,-0.0156033713255736,-0.848,18.395,0.007881163245322,0.426
2020-01-01,82.75,-33.25,-0.0370501482894033,-0.847,43.728,0.0185265171633849,0.422
2020-01-01,82.75,-32.75,-0.0575822515257984,-0.871,66.133,0.042563478470503,0.642
2020-01-01,82.75,-32.25,-0.0339059922120335,-0.754,44.979,0.0292107793555052,0.648
2020-01-01,82.75,-31.75,-0.3777141218428551,-0.895,422.224,0.3067075795087187,0.725
2020-01-01,82.75,-31.25,-0.0317761191871245,-0.63,50.405,0.0312737795449985,0.62
2020-01-01,82.75,-30.75,-0.0166527487165521,-0.794,20.978,0.0170220893781906,0.81
2020-01-01,82.75,-30.25,-0.1331496844248776,-0.642,207.432,0.1734312131964206,0.835
2020-01-01,82.75,-29.75,-0.0215287745357853,-0.833,25.833,0.0130242055644864,0.502
2020-01-01,82.75,-29.25,-0.0286536043080432,-0.771,37.152,0.011880519106976,0.317
2020-01-01,82.75,-28.75,-0.0787626430584276,-0.769,102.368,0.0317507162889957,0.308
2020-01-01,82.75,-28.25,-0.1040269835337771,-0.771,134.904,0.0536713165842301,0.396
2020-01-01,82.75,-27.75,-0.0386827468005609,-0.859,45.029,0.0300684389497777,0.666
2020-01-01,82.75,-27.25,-0.0092569102562553,-0.955,9.696,0.0050710725459136,0.521
2020-01-01,82.75,-25.75,-0.0061385792226762,-0.721,8.516,0.0066437464770428,0.779
2020-01-01,82.75,-24.25,-0.0188600845020544,-1.031,18.286,0.0095064715993191,0.517
2020-01-01,82.75,-23.75,-0.0559742306274851,-0.916,61.122,0.0382994684239805,0.625
2020-01-01,82.75,-23.25,-0.0098233394781542,-0.871,11.283,0.008389604583695,0.742
2020-01-01,82.75,-22.75,-0.0047618282149396,-0.804,5.921,0.00587227426364,0.991
2020-01-01,82.25,-88.75,-0.0009355161000426,-0.569,1.644,0.0009595251202113,0.583
2020-01-01,82.25,-88.25,-0.0134391523002965,-0.605,22.229,0.0104672283679196,0.47
2020-01-01,82.25,-87.75,-0.0020105983275566,-0.775,2.594,0.0016030069600927,0.617
2020-01-01,82.25,-87.25,-0.0004182754913085,-0.481,0.87,0.0006198246122441,0.712
2020-01-01,82.25,-86.75,-0.0067144524318823,-0.724,9.268,0.004034163974406,0.434
2020-01-01,82.25,-86.25,-0.0490887827311055,-0.754,65.116,0.0172544556401721,0.262
2020-01-01,82.25,-85.75,-0.0379551729419497,-0.699,54.265,0.0152857355936366,0.28
2020-01-01,82.25,-85.25,-0.0212017625558573,-0.746,28.415,0.0064431872905212,0.224
2020-01-01,82.25,-84.75,-0.4188829338340153,-0.741,565.523,0.1525318501340752,0.267
2020-01-01,82.25,-84.25,-0.0607669632275107,-0.816,74.444,0.0237943692715542,0.317
2020-01-01,82.25,-83.75,-0.1048416778682082,-0.566,185.106,0.0507828359533626,0.273
2020-01-01,82.25,-83.25,-0.0279033999714343,-0.6,46.494,0.0109373922541762,0.233
2020-01-01,82.25,-82.75,-0.0203771140918218,-0.686,29.686,0.008535306035398,0.285
2020-01-01,82.25,-82.25,-0.0091891354265373,-0.676,13.593,0.0033683266523892,0.245
2020-01-01,82.25,-81.75,-0.0167684639193058,-0.704,23.803,0.0064536369475222,0.269
2020-01-01,82.25,-81.25,-0.171916742708869,-0.688,249.868,0.0824743579211167,0.328
2020-01-01,82.25,-80.75,-0.1339260407077931,-0.595,225.009,0.0781452767421849,0.346
2020-01-01,82.25,-80.25,-0.0134105362765337,-0.717,18.699,0.006187905677791,0.329
2020-01-01,82.25,-79.75,-0.0082718771125208,-0.619,13.353,0.004076964282238,0.304
2020-01-01,82.25,-79.25,-0.0101170161634487,-0.571,17.703,0.0045398637683196,0.255
2020-01-01,82.25,-78.75,-0.7946163888564112,-0.459,1730.267,0.4675225896208174,0.269
2020-01-01,82.25,-78.25,-0.0002158254518946,-0.419,0.515,0.0002401050257743,0.466
2020-01-01,82.25,-77.75,-0.2901304908321018,-0.506,573.222,0.2282011587639651,0.397
2020-01-01,82.25,-76.25,-0.0007445254866759,-0.447,1.664,0.0006289152763097,0.377
2020-01-01,82.25,-75.75,-0.7150328558311628,-0.41,1743.943,0.6371960360014965,0.365
2020-01-01,82.25,-75.25,-0.0281487252548934,-0.608,46.262,0.0127558447639325,0.274
2020-01-01,82.25,-74.75,-0.0632694626196187,-0.526,120.346,0.0433231758754034,0.359
2020-01-01,82.25,-74.25,-0.0152014534765419,-0.476,31.931,0.0142683720797977,0.446
2020-01-01,82.25,-73.75,-0.0355244538806528,-0.554,64.162,0.0270394848012263,0.421
