time,lat,lon,glacier_mass_change_gt,glacier_mass_change_mwe,glacier_area_km2,uncertainty_gt,uncertainty_mwe
1978-01-01,83.75,-38.75,0.0021691668317533,0.481,4.512,0.0040713807605334,0.902
1978-01-01,83.75,-37.75,0.0017396871598018,0.595,2.923,0.0038311591651865,1.31
1978-01-01,83.75,-37.25,0.0066353236298041,0.47,14.13,0.0239946729533616,1.698
1978-01-01,83.75,-36.75,0.0107757961116312,0.345,31.233,0.0334239605216012,1.07
1978-01-01,83.75,-35.25,-0.0006655544452348,-0.018,36.835,0.0401766418880802,1.091
1978-01-01,83.75,-34.25,-0.0011619790715685,-0.725,1.602,0.0018306559538356,1.142
1978-01-01,83.25,-77.25,0.0005086535398634,0.305,1.666,0.0010956703969444,0.657
1978-01-01,83.25,-76.75,0.0287029446459466,0.254,112.811,0.0651168871239145,0.577
1978-01-01,83.25,-74.75,5.184630011286915e-06,0.009,0.558,0.0002440031702401,0.437
1978-01-01,83.25,-74.25,-0.0054549145751249,-0.148,36.78,0.0227086660860275,0.617
1978-01-01,83.25,-73.75,-0.0007214227191465,-0.282,2.56,0.0016277040977345,0.636
1978-01-01,83.25,-73.25,0.0005842654379053,0.447,1.308,0.000635404293533,0.485
1978-01-01,83.25,-72.75,0.0088758173642164,0.137,64.874,0.031441328967348,0.485
1978-01-01,83.25,-72.25,0.0099972705580613,0.186,53.749,0.0213129746977109,0.396
1978-01-01,83.25,-71.75,0.0045695822391606,0.207,22.069,0.0102816581373768,0.466
1978-01-01,83.25,-71.25,0.0017094402766091,1.193,1.433,0.0046000745914708,3.21
1978-01-01,83.25,-70.75,0.0032759010033458,0.045,72.011,0.038129133276811,0.529
1978-01-01,83.25,-70.25,-0.0002193442424397,-0.005,43.402,0.0226448434044656,0.522
1978-01-01,83.25,-69.75,-0.0038789619209444,-0.207,18.781,0.0110699440814894,0.589
1978-01-01,83.25,-45.75,0.0031762468231319,0.377,8.435,0.0076230186102074,0.904
1978-01-01,83.25,-45.25,0.0551356509849101,0.786,70.173,0.0826986196005755,1.178
1978-01-01,83.25,-44.75,0.0010310989726473,0.07,14.728,0.0162944928281419,1.106
1978-01-01,83.25,-44.25,0.0022999716742662,0.165,13.914,0.0146116494391502,1.05
1978-01-01,83.25,-43.75,0.0124770592160916,0.313,39.873,0.0372208203822507,0.933
1978-01-01,83.25,-43.25,0.0150691209324827,0.389,38.742,0.0263533225043443,0.68
1978-01-01,83.25,-41.25,0.0033544821012733,0.268,12.525,0.0093697929885092,0.748
1978-01-01,83.25,-40.75,0.0004624296932859,0.844,0.548,0.0010017866311852,1.828
1978-01-01,83.25,-40.25,0.0141189709996327,0.469,30.075,0.0280356153509129,0.932
1978-01-01,83.25,-39.25,0.0130097821105687,0.096,135.618,0.1015882973602128,0.749
1978-01-01,83.25,-38.75,-0.0140219177980431,-0.124,112.981,0.0874878777406531,0.774
1978-01-01,83.25,-38.25,0.0593523766226278,0.239,248.674,0.1670678303093702,0.672
1978-01-01,83.25,-37.75,0.0195190626025073,0.175,111.818,0.0737521404165181,0.66
1978-01-01,83.25,-37.25,-0.1822151319853888,-0.518,351.698,0.3803768211069048,1.081
1978-01-01,83.25,-36.75,0.0172722544511368,0.134,129.226,0.1116952596524657,0.864
1978-01-01,83.25,-36.25,-0.1776080899204328,-0.789,225.161,0.2572799803967567,1.142
1978-01-01,83.25,-35.75,-0.1033611210587885,-0.482,214.351,0.2825825161448025,1.318
1978-01-01,83.25,-35.25,0.0504297000971325,0.732,68.858,0.1369614067618984,1.989
1978-01-01,83.25,-34.75,-0.0772242756333985,-0.502,153.874,0.1548043976882612,1.006
1978-01-01,83.25,-34.25,-0.0916370694396587,-0.412,222.662,0.2534416240757521,1.138
1978-01-01,83.25,-33.75,0.0090530453157485,0.087,104.011,0.098479612235846,0.947
1978-01-01,83.25,-33.25,-0.0174498717766673,-0.134,130.451,0.1337565408505313,1.025
1978-01-01,83.25,-32.25,-0.0101950262607177,-0.301,33.908,0.0142965688952937,0.421
1978-01-01,83.25,-31.75,-0.0689922372488731,-0.294,234.855,0.2631463211253706,1.12
1978-01-01,83.25,-31.25,0.0007892741396778,0.021,38.286,0.0254267106568003,0.664
1978-01-01,83.25,-30.75,-0.037762583651778,-0.238,158.566,0.1670647439695645,1.054
1978-01-01,83.25,-30.25,-0.0115974452301903,-0.063,184.54,0.1300987418231611,0.705
1978-01-01,83.25,-29.75,-0.0060058964670151,-0.12,50.248,0.0304527520412689,0.606
1978-01-01,83.25,-29.25,0.0016310059758703,0.037,44.077,0.0328959745021696,0.746
