time,lat,lon,glacier_mass_change_gt,glacier_mass_change_mwe,glacier_area_km2,uncertainty_gt,uncertainty_mwe
1984-01-01,83.75,-38.75,0.0025257247902294,0.584,4.325,0.0039033006940234,0.902
1984-01-01,83.75,-37.75,0.00189706789918,0.677,2.802,0.003672830532586,1.31
1984-01-01,83.75,-37.25,0.0071270308668556,0.526,13.545,0.0230018246918609,1.698
1984-01-01,83.75,-36.75,0.012884560398199,0.43,29.94,0.0320425717725428,1.07
1984-01-01,83.75,-35.25,0.0022997467450975,0.065,35.31,0.038513429812446,1.091
1984-01-01,83.75,-34.25,-0.0009772805242519,-0.636,1.536,0.0017550318705333,1.142
1984-01-01,83.25,-77.25,0.0007210716052649,0.435,1.659,0.0010913684503283,0.657
1984-01-01,83.25,-76.75,0.0425806024536993,0.379,112.344,0.064866522051098,0.577
1984-01-01,83.25,-74.75,6.376976668870026e-05,0.115,0.556,0.000240871033409,0.433
1984-01-01,83.25,-74.25,-0.0009068902383988,-0.025,36.628,0.0226132326646258,0.617
1984-01-01,83.25,-73.75,-0.0003978575550527,-0.156,2.549,0.0016204341532832,0.636
1984-01-01,83.25,-73.25,0.0007527241742068,0.578,1.302,0.0006329407303985,0.485
1984-01-01,83.25,-72.75,0.0166802032660504,0.258,64.606,0.0313167413276791,0.485
1984-01-01,83.25,-72.25,0.0164237761034243,0.307,53.527,0.0212349913942104,0.396
1984-01-01,83.25,-71.75,0.0072409854972758,0.329,21.977,0.0102421549084162,0.466
1984-01-01,83.25,-71.25,0.0019290441475297,1.352,1.427,0.0045806538591396,3.209
1984-01-01,83.25,-70.75,0.0119652907644516,0.167,71.713,0.0379747255087227,0.529
1984-01-01,83.25,-70.25,0.0050346530887755,0.116,43.223,0.0225528320455829,0.522
1984-01-01,83.25,-69.75,-0.0016162993019964,-0.086,18.703,0.0110225732894035,0.589
1984-01-01,83.25,-45.75,0.0038911138171412,0.481,8.086,0.0073086185043685,0.904
1984-01-01,83.25,-45.25,0.060243240854017,0.896,67.268,0.0792882654618983,1.178
1984-01-01,83.25,-44.75,0.002441321619959,0.173,14.118,0.015620011068791,1.106
1984-01-01,83.25,-44.25,0.003442954199672,0.258,13.338,0.0140073927945784,1.05
1984-01-01,83.25,-43.75,0.0152969690247533,0.4,38.222,0.0356827383521101,0.933
1984-01-01,83.25,-43.25,0.0178527711193675,0.481,37.139,0.0252683643734159,0.68
