time,lat,lon,glacier_mass_change_gt,glacier_mass_change_mwe,glacier_area_km2,uncertainty_gt,uncertainty_mwe
1982-01-01,83.75,-38.75,0.002058317468597,0.469,4.387,0.0039585208414602,0.902
1982-01-01,83.75,-37.75,0.0016207241280658,0.57,2.842,0.0037249002590175,1.31
1982-01-01,83.75,-37.25,0.005893683740414,0.429,13.74,0.0233320302010237,1.698
1982-01-01,83.75,-36.75,0.009788155107279,0.322,30.371,0.0325009541621759,1.07
1982-01-01,83.75,-35.25,-0.00150902408368,-0.042,35.818,0.0390674141969381,1.091
1982-01-01,83.75,-34.25,-0.0011618134775441,-0.746,1.558,0.001780426852623,1.142
1982-01-01,83.25,-77.25,0.0005696671599165,0.343,1.662,0.0011080274268569,0.666
1982-01-01,83.25,-76.75,0.0324496514251186,0.288,112.5,0.0660773261815927,0.587
1982-01-01,83.25,-74.75,1.5845159927275837e-05,0.028,0.557,0.0002480913472634,0.445
1982-01-01,83.25,-74.25,-0.0042771583556765,-0.117,36.678,0.0229892103660194,0.627
1982-01-01,83.25,-73.75,-0.0006351848343039,-0.249,2.553,0.0016375355542412,0.641
1982-01-01,83.25,-73.25,0.0006299518880851,0.483,1.304,0.0006383984476005,0.489
1982-01-01,83.25,-72.75,0.0107728710673028,0.167,64.695,0.0318601405104086,0.492
1982-01-01,83.25,-72.25,0.0115271862495927,0.215,53.601,0.0215501915579805,0.402
1982-01-01,83.25,-71.75,0.0052141858840499,0.237,22.008,0.0103810460516286,0.472
1982-01-01,83.25,-71.25,0.0017794163411044,1.245,1.429,0.0045913028889078,3.212
1982-01-01,83.25,-70.75,0.0053173014988576,0.074,71.813,0.0387080542349799,0.539
1982-01-01,83.25,-70.25,0.0010113195774336,0.023,43.283,0.0228796277997083,0.529
1982-01-01,83.25,-69.75,-0.0033565899986109,-0.179,18.729,0.0111910209788972,0.597
1982-01-01,83.25,-45.75,0.0030011205400131,0.366,8.203,0.0074132615846027,0.904
1982-01-01,83.25,-45.25,0.053105502845999,0.778,68.236,0.0804150292176742,1.178
1982-01-01,83.25,-44.75,0.0008336745915562,0.058,14.322,0.0158452855587032,1.106
1982-01-01,83.25,-44.25,0.0019920882766266,0.147,13.53,0.0142083047144781,1.05
1982-01-01,83.25,-43.75,0.011298107304981,0.291,38.772,0.0361922862886154,0.933
1982-01-01,83.25,-43.25,0.0139470318823604,0.37,37.673,0.025625175375318,0.68
1982-01-01,83.25,-41.25,0.0031510710286228,0.259,12.18,0.0091116052136203,0.748
1982-01-01,83.25,-40.75,0.0004467094621698,0.838,0.533,0.0009743619421541,1.828
1982-01-01,83.25,-40.25,0.0129445602566103,0.443,29.245,0.0272609378119263,0.932
1982-01-01,83.25,-39.25,0.0092806268757365,0.07,131.876,0.0987843166986902,0.749
1982-01-01,83.25,-38.75,-0.0158528702924183,-0.144,109.863,0.0850743866827984,0.774
1982-01-01,83.25,-38.25,0.0524342710995286,0.217,241.812,0.1624532251425246,0.672
1982-01-01,83.25,-37.75,0.0165053580717559,0.152,108.732,0.0717151664248295,0.66
1982-01-01,83.25,-37.25,-0.185822350281815,-0.543,341.993,0.3698867450890572,1.081
1982-01-01,83.25,-36.75,0.013888811777113,0.111,125.66,0.1086115061055826,0.864
1982-01-01,83.25,-36.25,-0.1794586812433127,-0.82,218.948,0.2501925817255252,1.142
1982-01-01,83.25,-35.75,-0.1007398097066943,-0.483,208.436,0.2747828010771439,1.318
1982-01-01,83.25,-35.25,0.0472439605970919,0.706,66.958,0.1331797431523823,1.989
1982-01-01,83.25,-34.75,-0.0784901416537402,-0.525,149.628,0.1505370562696261,1.006
1982-01-01,83.25,-34.25,-0.0953399317382848,-0.44,216.517,0.2464518737728914,1.138
1982-01-01,83.25,-33.75,0.0067222480553723,0.066,101.141,0.0957614437627238,0.947
1982-01-01,83.25,-33.25,-0.0197714948210333,-0.156,126.851,0.1300651961365777,1.025
1982-01-01,83.25,-32.25,-0.0105921007228136,-0.321,32.973,0.0139035969059128,0.421
1982-01-01,83.25,-31.75,-0.0722077552537718,-0.316,228.375,0.2558834801810942,1.12
1982-01-01,83.25,-31.25,-6.624727654022092e-05,-0.002,37.229,0.0247247003969964,0.664
1982-01-01,83.25,-30.75,-0.0395793491477308,-0.257,154.191,0.16245433021478,1.054
1982-01-01,83.25,-30.25,-0.0153406861441438,-0.085,179.447,0.1265092995412506,0.705
